timestamp,joint,target_pos,actual_pos,latency_ms,test_count
1761390412.3389308,yaw_body,0.1,0.1,0.016927719116210938,95
1761390412.3514938,yaw_body,0.0,0.0,0.026226043701171875,96
1761390412.364075,yaw_body,0.1,0.1,0.034809112548828125,97
1761390412.376273,yaw_body,0.0,0.0,0.0400543212890625,98
1761390412.3870468,yaw_body,0.1,0.1,0.027894973754882812,99
1761390412.3986392,yaw_body,0.0,0.0,0.0209808349609375,100
1761390412.408844,yaw_body,0.1,0.1,0.0438690185546875,101
1761390412.4213839,yaw_body,0.0,0.0,0.010967254638671875,102
1761390412.433953,yaw_body,0.1,0.1,0.029802322387695312,103
1761390412.446489,yaw_body,0.0,0.0,0.014066696166992188,104
1761390412.456942,yaw_body,0.1,0.1,0.012874603271484375,105
1761390412.4694982,yaw_body,0.0,0.0,0.02193450927734375,106
1761390412.480895,yaw_body,0.1,0.1,0.03790855407714844,107
1761390412.493421,yaw_body,0.0,0.0,0.007867813110351562,108
1761390412.505852,yaw_body,0.1,0.1,0.021696090698242188,109
1761390412.518879,yaw_body,0.0,0.0,0.015974044799804688,110
1761390412.53148,yaw_body,0.1,0.1,0.04982948303222656,111
1761390412.544023,yaw_body,0.0,0.0,0.014066696166992188,112
1761390412.556216,yaw_body,0.1,0.1,0.1380443572998047,113
1761390412.569628,yaw_body,0.0,0.0,0.02384185791015625,114
1761390412.580852,yaw_body,0.1,0.1,0.016927719116210938,115
1761390412.5937128,yaw_body,0.0,0.0,0.12803077697753906,116
1761390412.606296,yaw_body,0.1,0.1,0.02193450927734375,117
1761390412.616423,yaw_body,0.0,0.0,0.024080276489257812,118
1761390412.628958,yaw_body,0.1,0.1,0.013113021850585938,119
1761390412.641558,yaw_body,0.0,0.0,0.0050067901611328125,120
1761390412.6540852,yaw_body,0.1,0.1,0.010013580322265625,121
1761390412.6641831,yaw_body,0.0,0.0,0.011920928955078125,122
1761390412.6766999,yaw_body,0.1,0.1,0.0069141387939453125,123
1761390412.6892319,yaw_body,0.0,0.0,0.02288818359375,124
1761390412.70175,yaw_body,0.1,0.1,0.005245208740234375,125
1761390412.714259,yaw_body,0.0,0.0,0.003814697265625,126
1761390412.726768,yaw_body,0.1,0.1,0.00286102294921875,127
1761390412.739281,yaw_body,0.0,0.0,0.0040531158447265625,128
1761390412.750916,yaw_body,0.1,0.1,0.0019073486328125,129
1761390412.763503,yaw_body,0.0,0.0,0.0019073486328125,130
1761390412.776033,yaw_body,0.1,0.1,0.011920928955078125,131
1761390412.788558,yaw_body,0.0,0.0,0.010967254638671875,132
1761390412.800944,yaw_body,0.1,0.1,0.008106231689453125,133
1761390412.813489,yaw_body,0.0,0.0,0.020265579223632812,134
1761390412.825856,yaw_body,0.1,0.1,0.049114227294921875,135
1761390412.837124,yaw_body,0.0,0.0,0.018835067749023438,136
1761390412.849668,yaw_body,0.1,0.1,0.018835067749023438,137
1761390412.8606231,yaw_body,0.0,0.0,0.02193450927734375,138
1761390412.872458,yaw_body,0.1,0.1,0.0209808349609375,139
1761390412.885139,yaw_body,0.0,0.0,0.010013580322265625,140
1761390412.897624,yaw_body,0.1,0.1,0.026226043701171875,141
1761390412.909634,yaw_body,0.0,0.0,0.013113021850585938,142
1761390412.922169,yaw_body,0.1,0.1,0.014066696166992188,143
1761390412.934693,yaw_body,0.0,0.0,0.009298324584960938,144
1761390412.947232,yaw_body,0.1,0.1,0.017881393432617188,145
1761390412.959629,yaw_body,0.0,0.0,0.008106231689453125,146
1761390412.9721758,yaw_body,0.1,0.1,0.0209808349609375,147
1761390412.984661,yaw_body,0.0,0.0,0.021696090698242188,148
1761390412.997198,yaw_body,0.1,0.1,0.0171661376953125,149
1761390413.009802,yaw_body,0.0,0.0,0.010967254638671875,150
1761390413.021665,yaw_body,0.1,0.1,0.02193450927734375,151
1761390413.034197,yaw_body,0.0,0.0,0.010967254638671875,152
1761390413.0467358,yaw_body,0.1,0.1,0.015974044799804688,153
1761390413.059288,yaw_body,0.0,0.0,0.024080276489257812,154
1761390413.0716841,yaw_body,0.1,0.1,0.022172927856445312,155
1761390413.0842319,yaw_body,0.0,0.0,0.02002716064453125,156
1761390413.0967839,yaw_body,0.1,0.1,0.02193450927734375,157
1761390413.109322,yaw_body,0.0,0.0,0.017881393432617188,158
1761390413.121671,yaw_body,0.1,0.1,0.016689300537109375,159
1761390413.13436,yaw_body,0.0,0.0,0.009059906005859375,160
1761390413.1469362,yaw_body,0.1,0.1,0.03314018249511719,161
1761390413.158658,yaw_body,0.0,0.0,0.023126602172851562,162
1761390413.170593,yaw_body,0.1,0.1,0.051021575927734375,163
1761390413.180966,yaw_body,0.0,0.0,0.025987625122070312,164
